customer_id,customer_name,gender,age,city,booking_source,membership_type,membership_duration_months,loyalty_member,total_visits,days_since_last_visit,avg_visit_gap_days,preferred_service,num_services_used,has_preferred_employee,employee_change_count,avg_spend_per_visit,last_visit_spend,total_spend,products_purchased,product_spend,feedback_given,feedback_comment,avg_rating,num_complaints,offers_redeemed,last_offer_used,appointments_cancelled,appointments_no_show,avg_advance_booking_days,sms_sent,sms_responses,sms_response_rate,referrals_made,visit_time_preference,churn_risk_category,churn
CUST00021,Kiran Pawar,Female,40,Pune,Walk_In,Bronze,34,1,8,31,36,Waxing,2,0,1,857.91,1258,7231.12,4,815.16,1,Service was average,3,0,3,Free_Service,4,4,20,6,2,0.33,5,Weekend,Medium,1
CUST00022,Vaishali Jadhav,Female,31,Aurangabad,Walk_In,Gold,29,1,27,90,14,Pedicure,6,0,4,2565.86,4579.8,62077.68,8,2306.48,1,Results were disappointing,2.7,2,1,Loyalty_Points,4,3,25,6,1,0.17,2,Weekend,Medium,1
CUST00023,Priya Dongre,Female,38,Mumbai,Online,Platinum,13,1,50,3,21,Pedicure,1,0,0,3175.5,3369.48,136092.57,5,545.17,1,Expected more,3.4,1,2,Festive_Offer,1,0,14,7,1,0.14,1,Evening,Low,0
CUST00024,Tara Deshpande,Female,34,Pune,AI_Calling,Silver,34,1,17,151,7,Facial,5,0,6,768.62,1300.83,13048.35,4,1819.03,0,No Feedback,,0,2,Combo_Deal,1,2,16,9,2,0.22,4,Weekend,Medium,1
CUST00025,Manisha Bandgar,Female,37,Mumbai,Walk_In,Gold,30,1,42,27,38,Facial,3,0,2,1516.33,1466.7,56070.9,8,321.88,1,Service was average,3,0,3,Loyalty_Points,5,4,17,4,3,0.75,3,Afternoon,Low,0
CUST00026,Seema Landge,Female,33,Nagpur,Walk_In,Silver,7,1,16,363,12,Massage,1,0,6,1269.89,1697.99,21570.83,1,1941.71,0,No Feedback,,0,4,Discount_20,1,1,24,7,3,0.43,4,Afternoon,Low,0
CUST00027,Nisha Gaikwad,Female,28,Pune,Walk_In,Silver,17,1,38,81,25,Haircut,6,0,2,952.01,629.46,33243.25,2,107.54,1,Nothing special,2.5,0,6,Birthday_Special,3,1,26,15,2,0.13,3,Afternoon,Medium,0
CUST00028,Usha Gaikwad,Female,28,Nagpur,Online,Silver,9,1,32,4,37,Pedicure,1,0,4,546.18,597.03,17844.43,5,2387.59,0,No Feedback,,1,1,Birthday_Special,5,1,18,8,3,0.38,4,Evening,Low,1
CUST00029,Hema Deshmukh,Female,45,Nagpur,Online,Silver,28,1,26,27,53,Keratin,7,1,4,1106.52,1415.85,31430.42,6,647.41,1,Long waiting time,2.8,2,1,Discount_10,5,1,3,7,2,0.29,2,Weekend,Medium,1
CUST00030,Komal Mohite,Female,44,Pune,Referral,Bronze,9,1,12,23,52,Facial,1,1,1,464.97,692.19,5373.6,3,1028.26,1,Long waiting time,3.5,1,6,Discount_10,4,2,14,14,5,0.36,2,Morning,Medium,1
CUST00031,Manisha Kulkarni,Female,40,Aurangabad,Social_Media,Bronze,5,1,13,253,34,Manicure,3,1,6,523.79,560.45,7258.27,8,2442.9,0,No Feedback,,0,7,Free_Service,3,0,15,6,0,0,5,Morning,High,0
CUST00032,Hema Deshpande,Female,30,Nagpur,AI_Calling,Platinum,36,1,20,25,39,Haircut,5,0,6,3308.51,2282.22,58173.5,0,0,0,No Feedback,,0,5,Festive_Offer,0,1,19,9,9,1,3,Afternoon,Low,0
CUST00033,Amit Landge,Male,27,Pune,Referral,Silver,13,1,28,15,31,Pedicure,5,0,4,1124.56,1300.74,33734.07,4,1196.52,1,Average service,3,0,7,Discount_10,6,2,20,7,3,0.43,4,Afternoon,Low,0
CUST00034,Alka Nikam,Female,34,Akola,Referral,Bronze,15,1,23,129,55,Facial,5,1,3,873,969.69,21760.46,5,1002.74,1,Unprofessional behavior,1.3,2,7,Free_Service,5,1,1,5,1,0.2,2,Weekend,Medium,1
CUST00035,Meera Thakare,Female,51,Nashik,Walk_In,Gold,10,1,19,87,37,Haircut,4,0,6,1175.52,2096.6,23822.59,6,2463.44,1,Felt ignored,3.5,1,1,Discount_10,5,2,7,14,4,0.29,1,Afternoon,Medium,0
CUST00036,Ankita Kulkarni,Female,43,Pune,AI_Calling,Gold,6,1,29,1,41,Haircut,7,0,5,1568.72,1983.29,46138.29,4,1094.27,1,Okay experience,3,0,6,Combo_Deal,2,4,21,9,5,0.56,2,Afternoon,Low,0
CUST00037,Kavita Naik,Female,21,Latur,Walk_In,Silver,34,1,22,32,50,Haircut,5,1,4,653.07,832.86,16319.85,7,1947.51,1,Service was average,3,0,7,Discount_10,7,1,4,8,5,0.62,3,Weekend,Low,0
CUST00038,Kavita Nikam,Female,38,Kolhapur,Social_Media,Silver,35,1,34,40,54,Hair_Color,2,0,4,1307.11,1842.42,49076.02,3,334.59,0,No Feedback,,0,0,Discount_10,4,0,12,14,5,0.36,1,Morning,Low,1
CUST00039,Anil Rane,Male,22,Aurangabad,AI_Calling,Silver,23,1,14,36,20,Manicure,6,1,1,443.86,583.51,6272.51,4,43.48,1,Satisfactory visit,3.8,0,6,Festive_Offer,2,4,2,6,5,0.83,2,Evening,Low,0
CUST00040,Kiran Naik,Female,40,Nashik,AI_Calling,Bronze,35,1,24,81,59,Threading,2,1,0,450.56,324.51,9899.79,0,0,1,Results were disappointing,2.4,3,5,Combo_Deal,5,0,6,8,3,0.38,4,Evening,Medium,1
CUST00041,Manoj Kadam,Male,27,Nagpur,Referral,Gold,35,1,33,408,16,Massage,2,1,0,2151.29,3436.26,71370.53,1,1702.13,1,Wasted my money,1.8,0,0,Festive_Offer,6,2,8,6,0,0,1,Evening,High,1
CUST00042,Sonal Sawant,Female,37,Nagpur,Walk_In,Gold,12,1,25,62,24,Blowout,1,0,1,2130,2455.6,51972.69,0,0,1,Nothing special,4,0,2,Combo_Deal,5,3,5,3,1,0.33,5,Evening,Low,0
CUST00043,Pallavi Pawar,Female,23,Mumbai,AI_Calling,Gold,36,1,37,42,9,Blowout,1,0,2,1084.59,1912.17,41337.12,7,961.17,1,Excellent experience,4.8,0,7,Combo_Deal,3,1,30,9,4,0.44,3,Afternoon,Low,1
CUST00044,Simran Thakare,Female,29,Nagpur,Walk_In,Silver,14,1,19,87,78,Massage,1,0,0,722.15,446.74,15052.53,3,680.13,0,No Feedback,,2,0,Discount_20,0,0,3,5,2,0.4,0,Morning,Low,0
CUST00045,Divya Landge,Female,44,Solapur,Walk_In,Silver,29,1,36,24,23,Pedicure,1,1,1,902.39,1622.4,36837.12,7,489.85,1,Fantastic ambiance,4.8,0,4,Birthday_Special,1,2,6,14,7,0.5,2,Morning,Low,0
CUST00046,Aarti Ingale,Female,36,Nashik,Online,Bronze,36,1,10,11,50,Pedicure,4,0,0,709.72,840.09,7725.61,2,1201.2,0,No Feedback,,0,6,Festive_Offer,2,1,5,5,2,0.4,0,Evening,Low,0
CUST00047,Leela Mohite,Female,32,Mumbai,Online,Silver,30,1,16,10,15,Threading,5,1,4,1173.32,1496.25,16814.15,7,324.77,1,Rude staff,2.3,1,7,Festive_Offer,7,4,12,15,5,0.33,1,Morning,Medium,1
CUST00048,Sunita Kale,Female,25,Pune,Referral,Bronze,27,1,8,147,76,Facial,1,1,3,300,341.64,2383.82,2,1677.7,1,Could be better,2.6,2,4,Combo_Deal,0,0,20,6,0,0,1,Afternoon,Medium,0
CUST00049,Nikhil Sawant,Male,38,Pune,AI_Calling,Gold,18,1,47,29,24,Waxing,2,1,5,1609.42,2028.71,66730.46,2,1189.45,0,No Feedback,,1,4,Festive_Offer,7,1,7,12,5,0.42,0,Weekend,Low,0
CUST00050,Vaishali Ghuge,Female,18,Nagpur,Walk_In,Gold,9,1,36,128,40,Pedicure,3,1,1,1197.39,1270.43,38378.56,2,2069.07,1,Okay experience,2.6,1,6,Combo_Deal,1,3,4,12,4,0.33,5,Weekend,Medium,1
CUST00051,Pravin Bhosale,Male,35,Mumbai,Referral,Gold,16,1,32,66,36,Manicure,6,0,5,1558.98,2182.38,55672,0,0,1,Average service,3.2,1,4,Loyalty_Points,1,1,24,6,1,0.17,1,Afternoon,Low,0
CUST00052,Minal Joshi,Female,32,Kolhapur,Social_Media,Gold,12,1,22,10,15,Waxing,2,0,3,1207.25,1697.22,30047.33,2,1332.16,1,Service was average,3.5,1,4,Festive_Offer,2,1,19,9,2,0.22,0,Morning,Low,0
CUST00053,Madhuri Mohite,Female,43,Nagpur,Walk_In,Silver,31,1,29,3,27,Waxing,6,1,4,1073.36,1905.2,31692.86,5,1830.82,1,Worth every penny,4,0,7,Combo_Deal,3,1,14,10,5,0.5,2,Weekend,Low,0
CUST00054,Archana Suryawanshi,Female,20,Mumbai,Walk_In,Platinum,35,1,43,141,20,Hair_Color,4,0,3,2451.94,3308.59,118807.83,6,1199.7,1,Service was average,3,0,6,Discount_20,1,1,18,13,2,0.15,1,Afternoon,Low,0
CUST00055,Varsha Chavhan,Female,18,Mumbai,Referral,Silver,26,1,33,5,36,Blowout,1,1,4,518.97,861.24,18775.98,5,487.36,1,Average service,3.6,0,5,Loyalty_Points,3,3,10,10,6,0.6,3,Afternoon,Low,0
CUST00056,Kunal Rane,Male,18,Nagpur,Social_Media,Gold,33,1,37,15,26,Facial,8,0,6,2287.65,3342.39,85841.7,0,0,1,Room for improvement,3.7,0,6,Combo_Deal,2,2,30,13,3,0.23,0,Afternoon,Low,0
CUST00057,Sarita Kadam,Female,44,Nagpur,Online,Bronze,34,1,22,95,53,Blowout,4,0,5,567.95,715.77,11341.41,7,825.56,1,Long waiting time,3.3,0,2,Discount_10,1,3,23,12,2,0.17,4,Afternoon,Medium,0
CUST00058,Vikas Chavhan,Male,27,Nagpur,Walk_In,Silver,13,1,15,37,24,Pedicure,8,1,0,645,740.83,8305.78,8,1249.09,1,Okay experience,3.9,1,2,Combo_Deal,0,2,8,13,3,0.23,0,Morning,Low,0
CUST00059,Archana Deshpande,Female,31,Kolhapur,Referral,Silver,24,1,20,6,40,Waxing,2,1,4,851.71,896.19,18528.69,2,1542.27,1,Very satisfied,4.5,0,6,Discount_10,1,0,18,8,6,0.75,2,Evening,Low,0
CUST00060,Riya Gaikwad,Female,44,Nagpur,AI_Calling,Platinum,34,1,35,47,16,Massage,5,0,6,2543.01,3984.73,96636.23,7,557.26,0,No Feedback,,1,4,Festive_Offer,5,0,11,11,3,0.27,3,Morning,Low,0
CUST00061,Sonali Thakare,Female,18,Nagpur,Online,Silver,18,1,29,129,24,Haircut,2,0,1,1368.74,2286.64,34255.8,0,0,1,Will not return,3.5,0,3,Loyalty_Points,3,2,17,10,1,0.1,5,Weekend,Medium,0
CUST00062,Manisha Bandgar,Female,27,Kolhapur,Referral,Bronze,4,1,26,34,29,Manicure,7,1,1,796.74,1174.83,19306.47,4,760.81,1,Nothing special,3.5,0,5,Festive_Offer,2,4,2,4,2,0.5,4,Evening,Low,0
CUST00063,Rekha More,Female,27,Nagpur,AI_Calling,Gold,21,1,19,73,34,Hair_Color,7,1,2,1871.32,3113.12,38433.95,5,481.56,1,Average service,3.7,0,4,Birthday_Special,6,1,24,12,3,0.25,1,Morning,Low,0
CUST00064,Renu Suryawanshi,Female,42,Nashik,Social_Media,Gold,12,1,53,46,26,Waxing,2,0,2,1937.72,2460.6,94587.86,7,2216.52,1,Room for improvement,3.2,0,4,Free_Service,4,3,7,10,5,0.5,3,Evening,Low,0
CUST00065,Sonali Thakare,Female,33,Nashik,AI_Calling,Silver,36,1,28,60,66,Pedicure,5,1,4,1218.16,1113.62,38866.07,4,751.31,1,Fantastic ambiance,4,0,1,Combo_Deal,3,2,6,7,3,0.43,0,Evening,Low,0
CUST00066,Neha Kadam,Female,24,Nagpur,AI_Calling,Silver,30,1,41,120,49,Waxing,1,0,4,1250.27,1456.52,51539.81,7,1459.23,1,Long waiting time,2,1,5,Free_Service,3,0,4,3,0,0,4,Afternoon,Medium,1
CUST00067,Sonal Mane,Female,19,Kolhapur,AI_Calling,Bronze,12,1,11,164,63,Waxing,4,0,1,636.06,430.18,6469.25,8,1331.49,1,Very bad experience,1.8,3,2,Festive_Offer,3,2,5,7,2,0.29,0,Evening,High,0
CUST00068,Hema Gaikwad,Female,27,Pune,Referral,Platinum,13,1,35,25,32,Manicure,5,1,2,3113.77,3320.03,118134.02,8,216.2,1,Very satisfied,5,0,7,Festive_Offer,1,2,20,3,2,0.67,4,Morning,Low,0
CUST00069,Sachin Salvi,Male,29,Nagpur,AI_Calling,Silver,21,1,23,49,30,Haircut,7,0,4,923.65,1596.69,18549.01,7,651.67,0,No Feedback,,2,2,Festive_Offer,2,3,28,7,6,0.86,3,Weekend,Low,0
CUST00070,Rutuja Bhosale,Female,45,Mumbai,AI_Calling,Silver,20,1,34,359,65,Threading,6,1,0,1121.16,1736.26,35104.39,8,1581.56,0,No Feedback,,0,2,Birthday_Special,1,3,15,6,1,0.17,0,Weekend,Medium,0
CUST00071,Amit Kadam,Male,31,Nagpur,Walk_In,Bronze,14,1,3,200,57,Waxing,6,1,6,303.8,350.71,940.82,1,1289.21,1,Hygiene issues,1.5,1,5,Birthday_Special,0,2,22,5,1,0.2,4,Morning,Medium,1
CUST00072,Anjali Jadhav,Female,28,Nagpur,Walk_In,Bronze,5,1,25,450,73,Haircut,7,0,5,405.53,697.11,10687.12,5,2125.01,1,Hygiene issues,1.4,0,6,Festive_Offer,4,1,19,14,2,0.14,0,Morning,High,1
CUST00073,Neha Bandgar,Female,18,Mumbai,Walk_In,Gold,1,1,35,39,64,Hair_Color,3,1,2,1124.28,1681.15,36540.83,4,433.49,1,Excellent experience,4.3,0,6,Birthday_Special,1,1,23,13,10,0.77,2,Afternoon,Low,1
CUST00074,Sarita Rane,Female,28,Akola,AI_Calling,Bronze,20,1,14,12,47,Manicure,1,1,4,739.14,689.62,11673.15,2,1340.14,0,No Feedback,,0,6,Loyalty_Points,3,0,5,7,4,0.57,3,Morning,Low,0
CUST00075,Komal Kulkarni,Female,36,Aurangabad,Online,Gold,31,1,37,32,49,Keratin,7,0,4,570.77,541.61,21271.35,8,1981.56,1,Always a great experience,4.5,0,0,Loyalty_Points,0,0,21,5,4,0.8,2,Morning,Low,0
CUST00076,Deepa Joshi,Female,44,Nagpur,Referral,Gold,28,1,30,78,12,Massage,4,1,2,1815.86,2886.51,57771.44,3,1605.85,1,Decent but pricey,3.6,0,2,Festive_Offer,6,1,23,5,1,0.2,0,Evening,Low,0
CUST00077,Shruti Mohite,Female,62,Nashik,AI_Calling,Gold,16,1,26,172,21,Pedicure,4,0,3,1899.13,1991.76,46396.11,3,1327.41,1,Unprofessional behavior,3.5,0,1,Festive_Offer,3,4,27,10,4,0.4,3,Afternoon,Medium,1
CUST00078,Sunita Sawant,Female,41,Pune,Online,Silver,15,1,22,56,57,Pedicure,4,1,3,300,249.5,5872.15,6,277.55,1,Service was average,4,2,2,Combo_Deal,1,1,3,4,0,0,5,Evening,Low,0
CUST00079,Vijay Bhosale,Male,39,Nagpur,AI_Calling,Bronze,18,1,37,18,61,Haircut,7,0,3,427.72,587.3,16971.9,7,2159.14,1,Room for improvement,4,0,1,Discount_20,4,0,2,15,6,0.4,3,Weekend,Low,0
CUST00080,Kiran Sawant,Female,35,Nagpur,Social_Media,Silver,25,1,19,132,28,Hair_Color,5,1,5,1104.78,1727.84,19560.56,0,0,1,Service was average,3.5,1,5,Discount_10,7,1,9,9,4,0.44,1,Evening,Medium,1
CUST00081,Deepa Deshpande,Female,23,Nashik,AI_Calling,Silver,29,1,17,42,60,Blowout,6,1,3,712.46,1055.9,13523.41,2,1803.36,0,No Feedback,,0,4,Discount_10,5,1,13,4,0,0,2,Evening,Medium,1
CUST00082,Manoj Kale,Male,18,Pune,AI_Calling,Gold,20,1,26,81,35,Waxing,7,0,6,1425.14,1767.22,36881.41,2,1747.39,0,No Feedback,,3,1,Discount_20,0,2,16,5,4,0.8,0,Weekend,Low,0
CUST00083,Divya Chavhan,Female,28,Aurangabad,AI_Calling,Bronze,21,1,15,61,81,Manicure,3,0,2,810.11,1209.75,10495.71,2,1958.91,1,Okay experience,2.4,1,0,Discount_20,4,3,27,12,5,0.42,4,Morning,Medium,1
CUST00084,Chhaya Dongre,Female,33,Nashik,AI_Calling,Bronze,8,1,15,32,78,Manicure,7,0,3,300,236.8,4396.94,1,748.64,1,Wasted my money,3.5,2,7,Discount_20,7,0,27,15,5,0.33,5,Afternoon,Medium,0
CUST00085,Rahul Rane,Male,34,Pune,AI_Calling,Gold,31,1,36,1,38,Threading,8,0,5,1778.33,3151.78,70127.13,1,1419.79,0,No Feedback,,0,6,Festive_Offer,3,1,12,9,6,0.67,5,Afternoon,Low,0
CUST00086,Sonal Bandgar,Female,26,Solapur,Online,Silver,35,1,34,6,34,Manicure,5,0,1,779.19,903.51,27783.52,3,134.28,1,Satisfactory visit,3,0,1,Birthday_Special,5,1,18,13,8,0.62,1,Weekend,Low,0
CUST00087,Komal Naik,Female,36,Kolhapur,Walk_In,Silver,22,1,3,48,46,Facial,4,0,2,1023.85,1645.53,2785.63,6,120.9,1,Not bad not great,3.4,0,7,Discount_20,7,0,25,5,3,0.6,3,Afternoon,Low,0
CUST00088,Shweta Nikam,Female,34,Mumbai,Social_Media,Silver,23,1,31,25,51,Blowout,4,0,6,543.4,868.09,18408.54,8,948.99,0,No Feedback,,0,2,Loyalty_Points,2,3,28,4,2,0.5,3,Evening,Low,0
CUST00089,Shweta Chavhan,Female,27,Kolhapur,Online,Silver,32,1,29,8,28,Massage,3,1,0,591.78,936.25,17787.39,8,1889.72,0,No Feedback,,0,3,Birthday_Special,4,2,8,3,3,1,1,Weekend,Low,0
CUST00090,Ganesh Sawant,Male,44,Mumbai,Online,Silver,8,1,11,200,57,Massage,7,1,2,1171.07,871.23,12429.91,4,333.72,1,Decent but pricey,2.8,0,3,Discount_10,3,0,9,8,1,0.12,2,Afternoon,Medium,0
CUST00091,Ravi Landge,Male,20,Nagpur,AI_Calling,Silver,6,1,25,340,31,Blowout,2,1,0,379.8,294.03,10532.44,2,1166.83,0,No Feedback,,1,6,Free_Service,4,4,18,15,5,0.33,2,Weekend,High,1
CUST00092,Varsha Landge,Female,18,Nagpur,Walk_In,Silver,20,1,5,58,34,Haircut,3,1,1,612.33,564.19,3414.66,8,1206.88,1,Could be better,4,2,6,Festive_Offer,0,2,8,4,1,0.25,0,Afternoon,Low,1
CUST00093,Chhaya Thorat,Female,44,Mumbai,Referral,Platinum,3,1,58,66,31,Keratin,4,1,0,3077.12,3884.02,204772.02,2,392.53,0,No Feedback,,0,4,Birthday_Special,3,1,9,13,3,0.23,4,Evening,Low,0
CUST00094,Meera Chavhan,Female,51,Mumbai,Referral,Gold,18,1,35,152,20,Threading,7,0,5,1746.02,1820.87,64031.68,7,1576.7,0,No Feedback,,1,4,Loyalty_Points,2,1,16,7,2,0.29,1,Weekend,Medium,1
CUST00095,Priya Wagh,Female,32,Pune,Referral,Gold,7,1,32,123,35,Haircut,4,1,6,859.87,1204.18,27466.17,7,1630.52,1,Service was average,3.6,0,4,Combo_Deal,1,0,3,10,2,0.2,3,Evening,Low,0
CUST00096,Nita Deshpande,Female,31,Mumbai,Referral,Bronze,36,1,24,57,51,Facial,7,0,5,543.01,800.87,12488.36,7,1564.91,1,Room for improvement,3.7,2,1,Discount_20,2,1,23,3,2,0.67,5,Weekend,Low,0
CUST00097,Ganesh Naik,Male,18,Nagpur,Online,Gold,10,1,35,11,24,Massage,6,0,6,1853.63,3027.16,70611.03,6,1584.6,1,Hygiene issues,3.1,1,3,Free_Service,4,2,17,13,4,0.31,5,Morning,Medium,0
CUST00098,Hema Patil,Female,42,Kolhapur,AI_Calling,Gold,27,1,42,91,47,Hair_Color,2,1,3,1365.33,1945.24,61154.6,7,1754.12,1,Nothing special,3,0,6,Loyalty_Points,3,0,23,4,1,0.25,2,Afternoon,Low,0
CUST00099,Ganesh Thorat,Male,40,Aurangabad,Referral,Silver,12,1,18,109,37,Pedicure,3,0,5,1280.07,1183.19,24205.44,6,1390.3,0,No Feedback,,1,1,Discount_10,0,1,29,9,3,0.33,2,Evening,Low,0
CUST00100,Neha Chavhan,Female,40,Mumbai,Social_Media,Silver,3,1,27,18,45,Massage,3,0,3,950.24,1178.7,22272.77,0,0,0,No Feedback,,0,0,Loyalty_Points,5,4,1,9,7,0.78,5,Weekend,Low,0
CUST00101,Rutuja Nikam,Female,34,Pune,Online,Bronze,30,1,25,20,56,Haircut,7,0,2,522.87,710.38,13123.95,3,2278.57,1,Hygiene issues,1.4,1,0,Birthday_Special,7,1,3,10,2,0.2,0,Evening,Medium,1
CUST00102,Pooja Pawar,Female,19,Mumbai,Online,Bronze,24,1,14,63,53,Keratin,4,1,0,705.21,1079.17,8467.7,0,0,0,No Feedback,,0,1,Birthday_Special,7,0,29,3,0,0,4,Afternoon,Medium,1
CUST00103,Pooja Gaikwad,Female,36,Nashik,AI_Calling,Bronze,34,1,13,129,53,Threading,8,0,6,602.5,746.19,7145.4,7,500.77,1,Results were disappointing,3.5,0,0,Festive_Offer,0,4,9,5,1,0.2,2,Weekend,Medium,1
CUST00104,Raj Joshi,Male,18,Nagpur,Online,Bronze,21,1,31,23,43,Haircut,7,1,1,752.29,1133.42,25238.72,0,0,1,Wasted my money,2,1,5,Loyalty_Points,7,1,8,6,0,0,4,Afternoon,Medium,1
CUST00105,Riya Kale,Female,43,Latur,Walk_In,Silver,5,1,7,7,49,Blowout,7,1,0,889.76,1431.18,5684.08,8,269.22,1,Service was average,3.2,0,4,Festive_Offer,5,0,17,4,3,0.75,3,Morning,Low,0
CUST00106,Rohit Salvi,Male,18,Nashik,Social_Media,Gold,21,1,24,23,37,Facial,5,0,6,899.42,1592.51,24194.78,6,46.92,1,Room for improvement,2.7,3,5,Discount_10,3,1,29,14,3,0.21,0,Morning,Medium,0
CUST00107,Amit Wagh,Male,42,Nashik,Walk_In,Platinum,24,1,28,36,20,Facial,8,1,6,2534.33,3039.79,72996.43,0,0,1,Okay experience,4,0,3,Festive_Offer,6,2,24,6,2,0.33,0,Evening,Low,0
CUST00108,Madhuri Thakare,Female,18,Kolhapur,Referral,Platinum,18,1,35,94,18,Waxing,4,1,4,1608.48,1254.22,58449.52,6,426.87,1,Results were disappointing,2,2,5,Loyalty_Points,2,1,22,12,1,0.08,4,Weekend,Medium,1
