customer_id,customer_name,gender,age,city,booking_source,membership_type,membership_duration_months,loyalty_member,total_visits,days_since_last_visit,avg_visit_gap_days,preferred_service,num_services_used,has_preferred_employee,employee_change_count,avg_spend_per_visit,last_visit_spend,total_spend,products_purchased,product_spend,feedback_given,feedback_comment,avg_rating,num_complaints,offers_redeemed,last_offer_used,appointments_cancelled,appointments_no_show,avg_advance_booking_days,sms_sent,sms_responses,sms_response_rate,referrals_made,visit_time_preference,churn_risk_category,churn
CUST00071,Amit Kadam,Male,31,Nagpur,Walk_In,Bronze,14,1,2,140,57,Waxing,6,1,6,303.8,350.71,940.82,1,1289.21,1,Hygiene issues,1.34721844354607,1,5,Birthday_Special,0,2,22,5,1,0.2,4,Morning,Medium,1
CUST00072,Anjali Jadhav,Female,28,Nagpur,Walk_In,Bronze,5,1,12,217,73,Haircut,7,0,5,405.53,697.11,10687.12,5,2125.01,1,Hygiene issues,2.817695240989261,0,6,Festive_Offer,4,1,19,14,2,0.14,0,Morning,High,1
CUST00073,Neha Bandgar,Female,18,Mumbai,Walk_In,Gold,1,1,11,229,64,Hair_Color,3,1,2,1124.28,1681.15,36540.83,4,433.49,1,Excellent experience,1.935829866801853,0,6,Birthday_Special,1,1,23,13,10,0.77,2,Afternoon,Low,1
CUST00074,Sarita Rane,Female,28,Akola,AI_Calling,Bronze,20,1,30,26,47,Manicure,1,1,4,739.14,689.62,11673.15,2,1340.14,0,No Feedback,4.104674886534823,0,6,Loyalty_Points,3,0,5,7,4,0.57,3,Morning,Low,0
CUST00075,Komal Kulkarni,Female,36,Aurangabad,Online,Gold,31,1,46,6,49,Keratin,7,0,4,570.77,541.61,21271.35,8,1981.56,1,Always a great experience,3.8499584949061365,0,0,Loyalty_Points,0,0,21,5,4,0.8,2,Morning,Low,0
CUST00076,Deepa Joshi,Female,44,Nagpur,Referral,Gold,28,1,35,22,12,Massage,4,1,2,1815.86,2886.51,57771.44,3,1605.85,1,Decent but pricey,4.455512330830712,0,2,Festive_Offer,6,1,23,5,1,0.2,0,Evening,Low,0
CUST00077,Shruti Mohite,Female,62,Nashik,AI_Calling,Gold,16,1,1,102,21,Pedicure,4,0,3,1899.13,1991.76,46396.11,3,1327.41,1,Unprofessional behavior,1.0435444099061562,0,1,Festive_Offer,3,4,27,10,4,0.4,3,Afternoon,Medium,1
CUST00078,Sunita Sawant,Female,41,Pune,Online,Silver,15,1,38,24,57,Pedicure,4,1,3,300.0,249.5,5872.15,6,277.55,1,Service was average,3.8787502063276738,2,2,Combo_Deal,1,1,3,4,0,0.0,5,Evening,Low,0
CUST00079,Vijay Bhosale,Male,39,Nagpur,AI_Calling,Bronze,18,1,15,37,61,Haircut,7,0,3,427.72,587.3,16971.9,7,2159.14,1,Room for improvement,3.621438025814621,0,1,Discount_20,4,0,2,15,6,0.4,3,Weekend,Low,0
CUST00080,Kiran Sawant,Female,35,Nagpur,Social_Media,Silver,25,1,1,361,28,Hair_Color,5,1,5,1104.78,1727.84,19560.56,0,0.0,1,Service was average,1.2211190675735109,1,5,Discount_10,7,1,9,9,4,0.44,1,Evening,Medium,1
CUST00081,Deepa Deshpande,Female,23,Nashik,AI_Calling,Silver,29,1,10,241,60,Blowout,6,1,3,712.46,1055.9,13523.41,2,1803.36,0,No Feedback,1.8633565833642516,0,4,Discount_10,5,1,13,4,0,0.0,2,Evening,Medium,1
CUST00082,Manoj Kale,Male,18,Pune,AI_Calling,Gold,20,1,31,11,35,Waxing,7,0,6,1425.14,1767.22,36881.41,2,1747.39,0,No Feedback,4.359348722078951,3,1,Discount_20,0,2,16,5,4,0.8,0,Weekend,Low,0
CUST00083,Divya Chavhan,Female,28,Aurangabad,AI_Calling,Bronze,21,1,4,117,81,Manicure,3,0,2,810.11,1209.75,10495.71,2,1958.91,1,Okay experience,1.049655737680407,1,0,Discount_20,4,3,27,12,5,0.42,4,Morning,Medium,1
CUST00084,Chhaya Dongre,Female,33,Nashik,AI_Calling,Bronze,8,1,47,18,78,Manicure,7,0,3,300.0,236.8,4396.94,1,748.64,1,Wasted my money,4.895505028794993,2,7,Discount_20,7,0,27,15,5,0.33,5,Afternoon,Medium,0
CUST00085,Rahul Rane,Male,34,Pune,AI_Calling,Gold,31,1,32,26,38,Threading,8,0,5,1778.33,3151.78,70127.13,1,1419.79,0,No Feedback,4.438395277019707,0,6,Festive_Offer,3,1,12,9,6,0.67,5,Afternoon,Low,0
CUST00086,Sonal Bandgar,Female,26,Solapur,Online,Silver,35,1,27,61,34,Manicure,5,0,1,779.19,903.51,27783.52,3,134.28,1,Satisfactory visit,4.27246004034442,0,1,Birthday_Special,5,1,18,13,8,0.62,1,Weekend,Low,0
CUST00087,Komal Naik,Female,36,Kolhapur,Walk_In,Silver,22,1,38,23,46,Facial,4,0,2,1023.85,1645.53,2785.63,6,120.9,1,Not bad not great,4.137813237717975,0,7,Discount_20,7,0,25,5,3,0.6,3,Afternoon,Low,0
CUST00088,Shweta Nikam,Female,34,Mumbai,Social_Media,Silver,23,1,46,26,51,Blowout,4,0,6,543.4,868.09,18408.54,8,948.99,0,No Feedback,3.6364679012699863,0,2,Loyalty_Points,2,3,28,4,2,0.5,3,Evening,Low,0
CUST00089,Shweta Chavhan,Female,27,Kolhapur,Online,Silver,32,1,30,47,28,Massage,3,1,0,591.78,936.25,17787.39,8,1889.72,0,No Feedback,4.2215564941907,0,3,Birthday_Special,4,2,8,3,3,1.0,1,Weekend,Low,0
CUST00090,Ganesh Sawant,Male,44,Mumbai,Online,Silver,8,1,25,4,57,Massage,7,1,2,1171.07,871.23,12429.91,4,333.72,1,Decent but pricey,4.8005902195297345,0,3,Discount_10,3,0,9,8,1,0.12,2,Afternoon,Medium,0
CUST00091,Ravi Landge,Male,20,Nagpur,AI_Calling,Silver,6,1,12,184,31,Blowout,2,1,0,379.8,294.03,10532.44,2,1166.83,0,No Feedback,2.3866478993867544,1,6,Free_Service,4,4,18,15,5,0.33,2,Weekend,High,1
CUST00092,Varsha Landge,Female,18,Nagpur,Walk_In,Silver,20,1,4,138,34,Haircut,3,1,1,612.33,564.19,3414.66,8,1206.88,1,Could be better,1.7483921758401533,2,6,Festive_Offer,0,2,8,4,1,0.25,0,Afternoon,Low,1
CUST00093,Chhaya Thorat,Female,44,Mumbai,Referral,Platinum,3,1,22,33,31,Keratin,4,1,0,3077.12,3884.02,204772.02,2,392.53,0,No Feedback,4.209065905185215,0,4,Birthday_Special,3,1,9,13,3,0.23,4,Evening,Low,0
CUST00094,Meera Chavhan,Female,51,Mumbai,Referral,Gold,18,1,6,164,20,Threading,7,0,5,1746.02,1820.87,64031.68,7,1576.7,0,No Feedback,2.7093259541340444,1,4,Loyalty_Points,2,1,16,7,2,0.29,1,Weekend,Medium,1
CUST00095,Priya Wagh,Female,32,Pune,Referral,Gold,7,1,16,40,35,Haircut,4,1,6,859.87,1204.18,27466.17,7,1630.52,1,Service was average,3.9378500716511553,0,4,Combo_Deal,1,0,3,10,2,0.2,3,Evening,Low,0
CUST00096,Nita Deshpande,Female,31,Mumbai,Referral,Bronze,36,1,35,61,51,Facial,7,0,5,543.01,800.87,12488.36,7,1564.91,1,Room for improvement,4.283308694128069,2,1,Discount_20,2,1,23,3,2,0.67,5,Weekend,Low,0
CUST00097,Ganesh Naik,Male,18,Nagpur,Online,Gold,10,1,37,8,24,Massage,6,0,6,1853.63,3027.16,70611.03,6,1584.6,1,Hygiene issues,4.401504610755082,1,3,Free_Service,4,2,17,13,4,0.31,5,Morning,Medium,0
CUST00098,Hema Patil,Female,42,Kolhapur,AI_Calling,Gold,27,1,18,33,47,Hair_Color,2,1,3,1365.33,1945.24,61154.6,7,1754.12,1,Nothing special,4.801176528406385,0,6,Loyalty_Points,3,0,23,4,1,0.25,2,Afternoon,Low,0
CUST00099,Ganesh Thorat,Male,40,Aurangabad,Referral,Silver,12,1,16,42,37,Pedicure,3,0,5,1280.07,1183.19,24205.44,6,1390.3,0,No Feedback,4.177322336513978,1,1,Discount_10,0,1,29,9,3,0.33,2,Evening,Low,0
CUST00100,Neha Chavhan,Female,40,Mumbai,Social_Media,Silver,3,1,12,17,45,Massage,3,0,3,950.24,1178.7,22272.77,0,0.0,0,No Feedback,4.824548895090031,0,0,Loyalty_Points,5,4,1,9,7,0.78,5,Weekend,Low,0
CUST00101,Rutuja Nikam,Female,34,Pune,Online,Bronze,30,1,2,163,56,Haircut,7,0,2,522.87,710.38,13123.95,3,2278.57,1,Hygiene issues,1.580848015751846,1,0,Birthday_Special,7,1,3,10,2,0.2,0,Evening,Medium,1
CUST00102,Pooja Pawar,Female,19,Mumbai,Online,Bronze,24,1,13,173,53,Keratin,4,1,0,705.21,1079.17,8467.7,0,0.0,0,No Feedback,1.5497140435303458,0,1,Birthday_Special,7,0,29,3,0,0.0,4,Afternoon,Medium,1
